"Id","ImageId","AnswerImageId","AnswerOption","DifficultyLevel","AnswerVideoPath","ColorMeter","CourseId","BookName","CourseName","CourseTopicName","SubCourseTopicName","CourseTopicId","NewCourseTopicName","PublisherId","SubCourseTopicUniqueId","AchievementId","NewSubCourseTopicName","CourseTopicUniqueId","ExamCategoryId","ImageUrl","AnswerImageUrl","QuestionPartImageUrls","RowStatus","IsImageLarge","CropDimensions","CropPartDimensions","TagName","AchievementName","BookSectionCropId","Coordinates","IsImageCropPart"
513566,"crops/xs53qn10jj74ws68iq57rckw","","D",3,"https://xamlvideo.pakodemy.com/?id=513566.xaml",130,1,"8.Sınıf Matematik Soru Bankası","Matematik","Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",4037,"Karma",39,3019999,NULL,"Karma",30199,2,"https://d2cqobm8wcb2vo.cloudfront.net/crops/yntlgs/176333.jpg","","",True,False,"{""Width"":3000,""Height"":4080,""NaturalWidth"" : 400.0, ""NaturalHeight"" :544.0, ""CropWidth"" : 268.0, ""CropHeight"" : 364.5, ""CropWidthRatio"":46.5,""CropHeightRatio"":44.4}",NULL,NULL,NULL,513566,"[{""A"": {""X1"": 160, ""X2"": 379, ""Y1"": 3614, ""Y2"": 3737}}, {""B"": {""X1"": 1031, ""X2"": 1235, ""Y1"": 3614, ""Y2"": 3737}}, {""C"": {""X1"": 1883, ""X2"": 2090, ""Y1"": 3614, ""Y2"": 3737}}, {""D"": {""X1"": 2744, ""X2"": 2957, ""Y1"": 3614, ""Y2"": 3737}}, {""E"": {""X1"": 0, ""X2"": 0, ""Y1"": 0, ""Y2"": 0}}]",False
513578,"crops/qz56cb71tq95hh27fs41wowj","","C",4,"https://xamlvideo.pakodemy.com/?id=513578.xaml",142,1,"8.Sınıf Matematik Soru Bankası","Matematik","Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",4037,"Karma",39,3019999,NULL,"Karma",30199,2,"https://d2cqobm8wcb2vo.cloudfront.net/crops/yntlgs/176347.jpg","","",True,False,"{""Width"":3315,""Height"":3885,""NaturalWidth"" : 442.0, ""NaturalHeight"" :518.0, ""CropWidth"" : 268.0, ""CropHeight"" : 314.1, ""CropWidthRatio"":46.5,""CropHeightRatio"":38.2}",NULL,NULL,NULL,513578,"[{""A"": {""X1"": 63, ""X2"": 684, ""Y1"": 3428, ""Y2"": 3551}}, {""B"": {""X1"": 1900, ""X2"": 2509, ""Y1"": 3428, ""Y2"": 3551}}, {""C"": {""X1"": 67, ""X2"": 681, ""Y1"": 3708, ""Y2"": 3831}}, {""D"": {""X1"": 1900, ""X2"": 2509, ""Y1"": 3708, ""Y2"": 3831}}, {""E"": {""X1"": 0, ""X2"": 0, ""Y1"": 0, ""Y2"": 0}}]",False
513572,"crops/li95pw72za12ec36wb60sqaa","","A",3,"https://xamlvideo.pakodemy.com/?id=513572.xaml",216,1,"8.Sınıf Matematik Soru Bankası","Matematik","Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",4037,"Karma",39,3019999,NULL,"Karma",30199,2,"https://d2cqobm8wcb2vo.cloudfront.net/crops/yntlgs/176339.jpg","","",True,True,"{""Width"":6315,""Height"":3480,""NaturalWidth"" : 842.0, ""NaturalHeight"" :464.0, ""CropWidth"" : 536.0, ""CropHeight"" : 295.4, ""CropWidthRatio"":93.1,""CropHeightRatio"":36}",NULL,NULL,NULL,513572,"[{""A"": {""X1"": 63, ""X2"": 678, ""Y1"": 3301, ""Y2"": 3424}}, {""B"": {""X1"": 1928, ""X2"": 2510, ""Y1"": 3297, ""Y2"": 3433}}, {""C"": {""X1"": 3767, ""X2"": 4370, ""Y1"": 3301, ""Y2"": 3424}}, {""D"": {""X1"": 5622, ""X2"": 6213, ""Y1"": 3301, ""Y2"": 3424}}, {""E"": {""X1"": 0, ""X2"": 0, ""Y1"": 0, ""Y2"": 0}}]",False
513580,"crops/ru54jg91si98io79ir43rfjl","","C",3,"https://xamlvideo.pakodemy.com/?id=513580.xaml",52,1,"8.Sınıf Matematik Soru Bankası","Matematik","Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",4037,"Karma",39,3019999,NULL,"Karma",30199,2,"https://d2cqobm8wcb2vo.cloudfront.net/crops/yntlgs/176344.jpg","","",True,False,"{""Width"":2940,""Height"":1260,""NaturalWidth"" : 392.0, ""NaturalHeight"" :168.0, ""CropWidth"" : 268.0, ""CropHeight"" : 114.9, ""CropWidthRatio"":46.5,""CropHeightRatio"":14}",NULL,NULL,NULL,513580,"[{""A"": {""X1"": 160, ""X2"": 614, ""Y1"": 797, ""Y2"": 920}}, {""B"": {""X1"": 1998, ""X2"": 2443, ""Y1"": 797, ""Y2"": 920}}, {""C"": {""X1"": 165, ""X2"": 581, ""Y1"": 1076, ""Y2"": 1199}}, {""D"": {""X1"": 1998, ""X2"": 2407, ""Y1"": 1076, ""Y2"": 1199}}, {""E"": {""X1"": 0, ""X2"": 0, ""Y1"": 0, ""Y2"": 0}}]",False
513574,"crops/jx51is95fh11pc71ra83peio","","D",3,"https://xamlvideo.pakodemy.com/?id=513574.xaml",87,1,"8.Sınıf Matematik Soru Bankası","Matematik","Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",4037,"Karma",39,3019999,NULL,"Karma",30199,2,"https://d2cqobm8wcb2vo.cloudfront.net/crops/yntlgs/176341.jpg","","",True,False,"{""Width"":2850,""Height"":2565,""NaturalWidth"" : 380.0, ""NaturalHeight"" :342.0, ""CropWidth"" : 268.0, ""CropHeight"" : 241.2, ""CropWidthRatio"":46.5,""CropHeightRatio"":29.4}",NULL,NULL,NULL,513574,"[{""A"": {""X1"": 62, ""X2"": 285, ""Y1"": 2374, ""Y2"": 2497}}, {""B"": {""X1"": 936, ""X2"": 1137, ""Y1"": 2374, ""Y2"": 2497}}, {""C"": {""X1"": 1783, ""X2"": 1994, ""Y1"": 2374, ""Y2"": 2497}}, {""D"": {""X1"": 2645, ""X2"": 2848, ""Y1"": 2374, ""Y2"": 2497}}, {""E"": {""X1"": 0, ""X2"": 0, ""Y1"": 0, ""Y2"": 0}}]",False
513576,"crops/ir35uv61zz73ns64zb68ivmb","","C",2,"https://xamlvideo.pakodemy.com/?id=513576.xaml",96,1,"8.Sınıf Matematik Soru Bankası","Matematik","Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",4037,"Karma",39,3019999,NULL,"Karma",30199,2,"https://d2cqobm8wcb2vo.cloudfront.net/crops/yntlgs/176343.jpg","","",True,False,"{""Width"":2955,""Height"":2220,""NaturalWidth"" : 394.0, ""NaturalHeight"" :296.0, ""CropWidth"" : 268.0, ""CropHeight"" : 201.3, ""CropWidthRatio"":46.5,""CropHeightRatio"":24.5}",NULL,NULL,NULL,513576,"[{""A"": {""X1"": 100, ""X2"": 215, ""Y1"": 723, ""Y2"": 846}}, {""B"": {""X1"": 1577, ""X2"": 2800, ""Y1"": 723, ""Y2"": 1231}}, {""C"": {""X1"": 109, ""X2"": 212, ""Y1"": 1557, ""Y2"": 1680}}, {""D"": {""X1"": 1571, ""X2"": 2868, ""Y1"": 1557, ""Y2"": 2057}}]",False
513582,"crops/om95xp63dd39ph72yr51gwyl","","C",3,"https://xamlvideo.pakodemy.com/?id=513582.xaml",65,1,"8.Sınıf Matematik Soru Bankası","Matematik","Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",4037,"Karma",39,3019999,NULL,"Karma",30199,2,"https://d2cqobm8wcb2vo.cloudfront.net/crops/yntlgs/176348.jpg","","",True,False,"{""Width"":3210,""Height"":1620,""NaturalWidth"" : 428.0, ""NaturalHeight"" :216.0, ""CropWidth"" : 268.0, ""CropHeight"" : 135.3, ""CropWidthRatio"":46.5,""CropHeightRatio"":16.5}",NULL,NULL,NULL,513582,"[{""A"": {""X1"": 100, ""X2"": 973, ""Y1"": 954, ""Y2"": 1077}}, {""B"": {""X1"": 1938, ""X2"": 2692, ""Y1"": 954, ""Y2"": 1077}}, {""C"": {""X1"": 105, ""X2"": 898, ""Y1"": 1234, ""Y2"": 1357}}, {""D"": {""X1"": 1938, ""X2"": 2727, ""Y1"": 1234, ""Y2"": 1357}}, {""E"": {""X1"": 0, ""X2"": 0, ""Y1"": 0, ""Y2"": 0}}]",False
513579,"crops/ob26xs16dp21lv84kv28taxr","","D",2,"https://xamlvideo.pakodemy.com/?id=513579.xaml",72,1,"8.Sınıf Matematik Soru Bankası","Matematik","Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",4037,"Karma",39,3019999,NULL,"Karma",30199,2,"https://d2cqobm8wcb2vo.cloudfront.net/crops/yntlgs/176349.jpg","","",True,False,"{""Width"":3270,""Height"":1815,""NaturalWidth"" : 436.0, ""NaturalHeight"" :242.0, ""CropWidth"" : 268.0, ""CropHeight"" : 148.8, ""CropWidthRatio"":46.5,""CropHeightRatio"":18.1}",NULL,NULL,NULL,513579,"[{""A"": {""X1"": 65, ""X2"": 756, ""Y1"": 1349, ""Y2"": 1472}}, {""B"": {""X1"": 1904, ""X2"": 2588, ""Y1"": 1349, ""Y2"": 1472}}, {""C"": {""X1"": 70, ""X2"": 756, ""Y1"": 1629, ""Y2"": 1752}}, {""D"": {""X1"": 1904, ""X2"": 2587, ""Y1"": 1629, ""Y2"": 1752}}, {""E"": {""X1"": 0, ""X2"": 0, ""Y1"": 0, ""Y2"": 0}}]",False
513573,"crops/bt33kc71uo70gl73jc34givu","","B",4,"https://xamlvideo.pakodemy.com/?id=513573.xaml",50,1,"8.Sınıf Matematik Soru Bankası","Matematik","Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",4037,"Karma",39,3019999,NULL,"Karma",30199,2,"https://d2cqobm8wcb2vo.cloudfront.net/crops/yntlgs/176340.jpg","","",True,False,"{""Width"":2925,""Height"":1170,""NaturalWidth"" : 390.0, ""NaturalHeight"" :156.0, ""CropWidth"" : 268.0, ""CropHeight"" : 107.2, ""CropWidthRatio"":46.5,""CropHeightRatio"":13}",NULL,NULL,NULL,513573,"[{""A"": {""X1"": 62, ""X2"": 807, ""Y1"": 656, ""Y2"": 779}}, {""B"": {""X1"": 1900, ""X2"": 2564, ""Y1"": 656, ""Y2"": 779}}, {""C"": {""X1"": 67, ""X2"": 735, ""Y1"": 978, ""Y2"": 1101}}, {""D"": {""X1"": 1900, ""X2"": 2528, ""Y1"": 978, ""Y2"": 1101}}, {""E"": {""X1"": 0, ""X2"": 0, ""Y1"": 0, ""Y2"": 0}}]",False
513577,"crops/th63uw90er64ry84az17ymou","","C",3,"https://xamlvideo.pakodemy.com/?id=513577.xaml",73,1,"8.Sınıf Matematik Soru Bankası","Matematik","Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",4037,"Karma",39,3019999,NULL,"Karma",30199,2,"https://d2cqobm8wcb2vo.cloudfront.net/crops/yntlgs/176345.jpg","","",True,False,"{""Width"":3030,""Height"":2010,""NaturalWidth"" : 404.0, ""NaturalHeight"" :268.0, ""CropWidth"" : 268.0, ""CropHeight"" : 177.8, ""CropWidthRatio"":46.5,""CropHeightRatio"":21.6}",NULL,NULL,NULL,513577,"[{""A"": {""X1"": 178, ""X2"": 581, ""Y1"": 1544, ""Y2"": 1667}}, {""B"": {""X1"": 2015, ""X2"": 2356, ""Y1"": 1544, ""Y2"": 1667}}, {""C"": {""X1"": 183, ""X2"": 635, ""Y1"": 1824, ""Y2"": 1947}}, {""D"": {""X1"": 2015, ""X2"": 2462, ""Y1"": 1824, ""Y2"": 1947}}, {""E"": {""X1"": 0, ""X2"": 0, ""Y1"": 0, ""Y2"": 0}}]",False
513581,"crops/sn17ak70jj26xt16aq16xxil","","B",3,"https://xamlvideo.pakodemy.com/?id=513581.xaml",135,1,"8.Sınıf Matematik Soru Bankası","Matematik","Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",4037,"Karma",39,3019999,NULL,"Karma",30199,2,"https://d2cqobm8wcb2vo.cloudfront.net/crops/yntlgs/176346.jpg","","",True,False,"{""Width"":3030,""Height"":3975,""NaturalWidth"" : 404.0, ""NaturalHeight"" :530.0, ""CropWidth"" : 268.0, ""CropHeight"" : 351.6, ""CropWidthRatio"":46.5,""CropHeightRatio"":42.8}",NULL,NULL,NULL,513581,"[{""A"": {""X1"": 134, ""X2"": 827, ""Y1"": 3516, ""Y2"": 3639}}, {""B"": {""X1"": 1972, ""X2"": 2652, ""Y1"": 3516, ""Y2"": 3639}}, {""C"": {""X1"": 138, ""X2"": 824, ""Y1"": 3797, ""Y2"": 3920}}, {""D"": {""X1"": 1972, ""X2"": 2653, ""Y1"": 3797, ""Y2"": 3920}}, {""E"": {""X1"": 0, ""X2"": 0, ""Y1"": 0, ""Y2"": 0}}]",False
513575,"crops/aa77yx11sv16nx55bu21zmho","","B",2,"https://xamlvideo.pakodemy.com/?id=513575.xaml",57,1,"8.Sınıf Matematik Soru Bankası","Matematik","Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",4037,"Karma",39,3019999,NULL,"Karma",30199,2,"https://d2cqobm8wcb2vo.cloudfront.net/crops/yntlgs/176342.jpg","","",True,False,"{""Width"":2925,""Height"":1440,""NaturalWidth"" : 390.0, ""NaturalHeight"" :192.0, ""CropWidth"" : 268.0, ""CropHeight"" : 131.9, ""CropWidthRatio"":46.5,""CropHeightRatio"":16.1}",NULL,NULL,NULL,513575,"[{""A"": {""X1"": 62, ""X2"": 646, ""Y1"": 936, ""Y2"": 1059}}, {""B"": {""X1"": 1900, ""X2"": 2565, ""Y1"": 936, ""Y2"": 1059}}, {""C"": {""X1"": 66, ""X2"": 735, ""Y1"": 1259, ""Y2"": 1382}}, {""D"": {""X1"": 1900, ""X2"": 2635, ""Y1"": 1259, ""Y2"": 1382}}, {""E"": {""X1"": 0, ""X2"": 0, ""Y1"": 0, ""Y2"": 0}}]",False
513595,"crops/jr12bm82ta29tx56ep83kvby","","A",5,"https://xamlvideo.pakodemy.com/?id=513595.xaml",100,1,"8.Sınıf Matematik Soru Bankası","Matematik","Çarpanlar ve Katlar, Üslü İfadeler","Çarpanlar ve Katlar, Üslü İfadeler",4037,"Karma",39,3019999,NULL,"Karma",30199,2,"https://d2cqobm8wcb2vo.cloudfront.net/crops/yntlgs/176361.jpg","","",True,False,"{""Width"":3180,""Height"":2835,""NaturalWidth"" : 424.0, ""NaturalHeight"" :378.0, ""CropWidth"" : 268.0, ""CropHeight"" : 238.9, ""CropWidthRatio"":46.5,""CropHeightRatio"":29.1}",NULL,NULL,NULL,513595,"[{""A"": {""X1"": 65, ""X2"": 851, ""Y1"": 2324, ""Y2"": 2451}}, {""B"": {""X1"": 1904, ""X2"": 2581, ""Y1"": 2324, ""Y2"": 2448}}, {""C"": {""X1"": 70, ""X2"": 837, ""Y1"": 2647, ""Y2"": 2775}}, {""D"": {""X1"": 1904, ""X2"": 2637, ""Y1"": 2647, ""Y2"": 2770}}, {""E"": {""X1"": 0, ""X2"": 0, ""Y1"": 0, ""Y2"": 0}}]",False
